entity_type,canonical_label,ontology,code,ontology_label
Treatment,vasovasostomy,MeSH,D014669,Vasovasostomy
Treatment,venous cutdown,MeSH,D016748,Venous Cutdown
Treatment,ventriculoperitoneal shunt,MeSH,D017287,Ventriculoperitoneal Shunt
Treatment,ventriculostomy,MeSH,D014696,Ventriculostomy
Treatment,"version, fetal",MeSH,D014710,"Version, Fetal"
Treatment,vestibuloplasty,MeSH,D014727,Vestibuloplasty
Treatment,video-assisted surgery,MeSH,D020535,Video-Assisted Surgery
Treatment,vitrectomy,MeSH,D014821,Vitrectomy
Treatment,vitreoretinal surgery,MeSH,D057586,Vitreoretinal Surgery
Treatment,vulvectomy,MeSH,D000074883,Vulvectomy
Treatment,warm ischemia,MeSH,D052096,Warm Ischemia
Treatment,wound closure techniques,MeSH,D058106,Wound Closure Techniques
AnatomicalSite,abdomen,MeSH,D000005,Abdomen
AnatomicalSite,abdominal cavity,MeSH,D034841,Abdominal Cavity
AnatomicalSite,abdominal core,MeSH,D000090043,Abdominal Core
AnatomicalSite,abdominal wall,MeSH,D034861,Abdominal Wall
AnatomicalSite,allogeneic cells,MeSH,D000078422,Allogeneic Cells
AnatomicalSite,allografts,MeSH,D064591,Allografts
AnatomicalSite,amputation stumps,MeSH,D000672,Amputation Stumps
AnatomicalSite,anatomic landmarks,MeSH,D059925,Anatomic Landmarks
AnatomicalSite,ankle,MeSH,D000842,Ankle
AnatomicalSite,arm,MeSH,D001132,Arm
AnatomicalSite,autografts,MeSH,D064592,Autografts
AnatomicalSite,axilla,MeSH,D001365,Axilla
AnatomicalSite,back,MeSH,D001415,Back
AnatomicalSite,body regions,MeSH,D001829,Body Regions
AnatomicalSite,bone-patellar tendon-bone grafts,MeSH,D064594,Bone-Patellar Tendon-Bone Grafts
AnatomicalSite,breast,MeSH,D001940,Breast
AnatomicalSite,buttocks,MeSH,D002081,Buttocks
AnatomicalSite,cheek,MeSH,D002610,Cheek
AnatomicalSite,chin,MeSH,D002680,Chin
AnatomicalSite,composite tissue allografts,MeSH,D064595,Composite Tissue Allografts
AnatomicalSite,"cranial fossa, anterior",MeSH,D035262,"Cranial Fossa, Anterior"
AnatomicalSite,"cranial fossa, middle",MeSH,D035301,"Cranial Fossa, Middle"
AnatomicalSite,"cranial fossa, posterior",MeSH,D003388,"Cranial Fossa, Posterior"
AnatomicalSite,diaphragm,MeSH,D003964,Diaphragm
AnatomicalSite,douglas' pouch,MeSH,D004312,Douglas' Pouch
AnatomicalSite,ear,MeSH,D004423,Ear
AnatomicalSite,elbow,MeSH,D004550,Elbow
AnatomicalSite,extremities,MeSH,D005121,Extremities
AnatomicalSite,eye,MeSH,D005123,Eye
AnatomicalSite,eyebrows,MeSH,D005138,Eyebrows
AnatomicalSite,eyelashes,MeSH,D005140,Eyelashes
AnatomicalSite,eyelids,MeSH,D005143,Eyelids
AnatomicalSite,face,MeSH,D005145,Face
AnatomicalSite,fingers,MeSH,D005385,Fingers
AnatomicalSite,foot,MeSH,D005528,Foot
AnatomicalSite,forearm,MeSH,D005542,Forearm
AnatomicalSite,"forefoot, human",MeSH,D005545,"Forefoot, Human"
AnatomicalSite,forehead,MeSH,D005546,Forehead
AnatomicalSite,groin,MeSH,D006119,Groin
AnatomicalSite,hallux,MeSH,D006214,Hallux
AnatomicalSite,hand,MeSH,D006225,Hand
AnatomicalSite,head,MeSH,D006257,Head
AnatomicalSite,heel,MeSH,D006365,Heel
AnatomicalSite,heterografts,MeSH,D064593,Heterografts
AnatomicalSite,hip,MeSH,D006615,Hip
AnatomicalSite,infratemporal fossa,MeSH,D000080884,Infratemporal Fossa
AnatomicalSite,inguinal canal,MeSH,D007264,Inguinal Canal
AnatomicalSite,isografts,MeSH,D064596,Isografts
AnatomicalSite,jugular foramina,MeSH,D000080869,Jugular Foramina
AnatomicalSite,knee,MeSH,D007717,Knee
AnatomicalSite,leg,MeSH,D007866,Leg
AnatomicalSite,lesser pelvis,MeSH,D057892,Lesser Pelvis
AnatomicalSite,lip,MeSH,D008046,Lip
AnatomicalSite,lower extremity,MeSH,D035002,Lower Extremity
AnatomicalSite,lumbosacral region,MeSH,D008161,Lumbosacral Region
AnatomicalSite,"mammary glands, human",MeSH,D042361,"Mammary Glands, Human"
AnatomicalSite,mediastinum,MeSH,D008482,Mediastinum
AnatomicalSite,mesentery,MeSH,D008643,Mesentery
AnatomicalSite,mesocolon,MeSH,D008646,Mesocolon
AnatomicalSite,metacarpus,MeSH,D008663,Metacarpus
AnatomicalSite,metatarsus,MeSH,D008684,Metatarsus
AnatomicalSite,mouth,MeSH,D009055,Mouth
AnatomicalSite,nasolabial fold,MeSH,D060052,Nasolabial Fold
AnatomicalSite,neck,MeSH,D009333,Neck
AnatomicalSite,nipples,MeSH,D009558,Nipples
AnatomicalSite,nose,MeSH,D009666,Nose
AnatomicalSite,omentum,MeSH,D009852,Omentum
AnatomicalSite,organs at risk,MeSH,D058958,Organs at Risk
AnatomicalSite,parapharyngeal space,MeSH,D000080886,Parapharyngeal Space
AnatomicalSite,parotid region,MeSH,D035421,Parotid Region
AnatomicalSite,pelvic floor,MeSH,D017773,Pelvic Floor
AnatomicalSite,pelvis,MeSH,D010388,Pelvis
AnatomicalSite,perineum,MeSH,D010502,Perineum
AnatomicalSite,peritoneal cavity,MeSH,D010529,Peritoneal Cavity
AnatomicalSite,peritoneal stomata,MeSH,D054048,Peritoneal Stomata
AnatomicalSite,peritoneum,MeSH,D010537,Peritoneum
AnatomicalSite,pleural cavity,MeSH,D035422,Pleural Cavity
AnatomicalSite,retroperitoneal space,MeSH,D012187,Retroperitoneal Space
AnatomicalSite,sacrococcygeal region,MeSH,D012445,Sacrococcygeal Region
AnatomicalSite,scalp,MeSH,D012535,Scalp
AnatomicalSite,shoulder,MeSH,D012782,Shoulder
AnatomicalSite,skull base,MeSH,D019291,Skull Base
AnatomicalSite,superficial musculoaponeurotic system,MeSH,D000069259,Superficial Musculoaponeurotic System
AnatomicalSite,thigh,MeSH,D013848,Thigh
AnatomicalSite,thoracic cavity,MeSH,D035423,Thoracic Cavity
AnatomicalSite,thoracic wall,MeSH,D035441,Thoracic Wall
AnatomicalSite,thorax,MeSH,D013909,Thorax
AnatomicalSite,thumb,MeSH,D013933,Thumb
AnatomicalSite,toes,MeSH,D014034,Toes
AnatomicalSite,torso,MeSH,D060726,Torso
AnatomicalSite,transplant donor site,MeSH,D060053,Transplant Donor Site
AnatomicalSite,transplants,MeSH,D019737,Transplants
AnatomicalSite,trigger points,MeSH,D061028,Trigger Points
AnatomicalSite,umbilicus,MeSH,D014472,Umbilicus
AnatomicalSite,upper extremity,MeSH,D034941,Upper Extremity
AnatomicalSite,viscera,MeSH,D014781,Viscera
AnatomicalSite,wrist,MeSH,D014953,Wrist
AnatomicalSite,abdominal muscles,MeSH,D000009,Abdominal Muscles
AnatomicalSite,abdominal oblique muscles,MeSH,D000071596,Abdominal Oblique Muscles
AnatomicalSite,acetabulum,MeSH,D000077,Acetabulum
AnatomicalSite,achilles tendon,MeSH,D000125,Achilles Tendon
AnatomicalSite,acromioclavicular joint,MeSH,D000173,Acromioclavicular Joint
AnatomicalSite,acromion,MeSH,D000174,Acromion
AnatomicalSite,alveolar process,MeSH,D000539,Alveolar Process
AnatomicalSite,ankle joint,MeSH,D000843,Ankle Joint
AnatomicalSite,annulus fibrosus,MeSH,D000070616,Annulus Fibrosus
AnatomicalSite,anterior cruciate ligament,MeSH,D016118,Anterior Cruciate Ligament
AnatomicalSite,aponeurosis,MeSH,D000070606,Aponeurosis
AnatomicalSite,arm bones,MeSH,D050280,Arm Bones
AnatomicalSite,arytenoid cartilage,MeSH,D001193,Arytenoid Cartilage
AnatomicalSite,atlanto-axial joint,MeSH,D001268,Atlanto-Axial Joint
AnatomicalSite,atlanto-occipital joint,MeSH,D001269,Atlanto-Occipital Joint
AnatomicalSite,"axis, cervical vertebra",MeSH,D001368,"Axis, Cervical Vertebra"
AnatomicalSite,back muscles,MeSH,D064131,Back Muscles
AnatomicalSite,bone and bones,MeSH,D001842,Bone and Bones
AnatomicalSite,bone-implant interface,MeSH,D000069343,Bone-Implant Interface
AnatomicalSite,bones of lower extremity,MeSH,D050281,Bones of Lower Extremity
AnatomicalSite,bones of upper extremity,MeSH,D001133,Bones of Upper Extremity
AnatomicalSite,broad ligament,MeSH,D001956,Broad Ligament
AnatomicalSite,"bursa, synovial",MeSH,D002061,"Bursa, Synovial"
AnatomicalSite,calcaneus,MeSH,D002111,Calcaneus
AnatomicalSite,capitate bone,MeSH,D051224,Capitate Bone
AnatomicalSite,carpal bones,MeSH,D002348,Carpal Bones
AnatomicalSite,carpal joints,MeSH,D050824,Carpal Joints
AnatomicalSite,carpometacarpal joints,MeSH,D052737,Carpometacarpal Joints
AnatomicalSite,cartilage,MeSH,D002356,Cartilage
AnatomicalSite,"cartilage, articular",MeSH,D002358,"Cartilage, Articular"
AnatomicalSite,cervical atlas,MeSH,D001270,Cervical Atlas
AnatomicalSite,cervical rib,MeSH,D057070,Cervical Rib
AnatomicalSite,cervical vertebrae,MeSH,D002574,Cervical Vertebrae
AnatomicalSite,clavicle,MeSH,D002968,Clavicle
AnatomicalSite,coccyx,MeSH,D003050,Coccyx
AnatomicalSite,"collateral ligament, ulnar",MeSH,D000070637,"Collateral Ligament, Ulnar"
AnatomicalSite,collateral ligaments,MeSH,D017885,Collateral Ligaments
AnatomicalSite,coracoid process,MeSH,D000070597,Coracoid Process
AnatomicalSite,costal cartilage,MeSH,D066186,Costal Cartilage
AnatomicalSite,cranial fontanelles,MeSH,D055762,Cranial Fontanelles
AnatomicalSite,cranial sutures,MeSH,D003393,Cranial Sutures
AnatomicalSite,cricoid cartilage,MeSH,D003413,Cricoid Cartilage
AnatomicalSite,deltoid muscle,MeSH,D057645,Deltoid Muscle
AnatomicalSite,dental arch,MeSH,D003724,Dental Arch
AnatomicalSite,diaphyses,MeSH,D018483,Diaphyses
AnatomicalSite,ear cartilage,MeSH,D004425,Ear Cartilage
AnatomicalSite,elastic cartilage,MeSH,D051472,Elastic Cartilage
AnatomicalSite,elbow joint,MeSH,D004551,Elbow Joint
AnatomicalSite,epidural space,MeSH,D004824,Epidural Space
AnatomicalSite,epiglottis,MeSH,D004825,Epiglottis
AnatomicalSite,epiphyses,MeSH,D004838,Epiphyses
AnatomicalSite,"esophageal sphincter, lower",MeSH,D049630,"Esophageal Sphincter, Lower"
AnatomicalSite,"esophageal sphincter, upper",MeSH,D049631,"Esophageal Sphincter, Upper"
AnatomicalSite,ethmoid bone,MeSH,D005004,Ethmoid Bone
AnatomicalSite,facial bones,MeSH,D005147,Facial Bones
AnatomicalSite,facial muscles,MeSH,D005152,Facial Muscles
AnatomicalSite,fascia,MeSH,D005205,Fascia
AnatomicalSite,fascia lata,MeSH,D005206,Fascia Lata
AnatomicalSite,femur,MeSH,D005269,Femur
AnatomicalSite,femur head,MeSH,D005270,Femur Head
AnatomicalSite,femur neck,MeSH,D005272,Femur Neck
AnatomicalSite,fibrocartilage,MeSH,D051445,Fibrocartilage
AnatomicalSite,fibula,MeSH,D005360,Fibula
AnatomicalSite,finger joint,MeSH,D005384,Finger Joint
AnatomicalSite,finger phalanges,MeSH,D050278,Finger Phalanges
AnatomicalSite,foot bones,MeSH,D005529,Foot Bones
AnatomicalSite,foot joints,MeSH,D033023,Foot Joints
AnatomicalSite,foramen magnum,MeSH,D005539,Foramen Magnum
AnatomicalSite,frontal bone,MeSH,D005624,Frontal Bone
AnatomicalSite,glenoid cavity,MeSH,D061165,Glenoid Cavity
AnatomicalSite,gracilis muscle,MeSH,D000071976,Gracilis Muscle
AnatomicalSite,growth plate,MeSH,D006132,Growth Plate
AnatomicalSite,hamate bone,MeSH,D051225,Hamate Bone
AnatomicalSite,hamstring muscles,MeSH,D000070633,Hamstring Muscles
AnatomicalSite,hamstring tendons,MeSH,D000070632,Hamstring Tendons
AnatomicalSite,hand bones,MeSH,D050276,Hand Bones
AnatomicalSite,hand joints,MeSH,D050823,Hand Joints
AnatomicalSite,hip joint,MeSH,D006621,Hip Joint
AnatomicalSite,humeral head,MeSH,D058430,Humeral Head
AnatomicalSite,humerus,MeSH,D006811,Humerus
AnatomicalSite,hyaline cartilage,MeSH,D051457,Hyaline Cartilage
AnatomicalSite,hyoid bone,MeSH,D006928,Hyoid Bone
AnatomicalSite,ilium,MeSH,D007085,Ilium
AnatomicalSite,intercostal muscles,MeSH,D007366,Intercostal Muscles
AnatomicalSite,intermediate back muscles,MeSH,D064169,Intermediate Back Muscles
AnatomicalSite,intervertebral disc,MeSH,D007403,Intervertebral Disc
AnatomicalSite,ischium,MeSH,D007512,Ischium
AnatomicalSite,jaw,MeSH,D007568,Jaw
AnatomicalSite,joint capsule,MeSH,D017746,Joint Capsule
AnatomicalSite,joints,MeSH,D007596,Joints
AnatomicalSite,knee joint,MeSH,D007719,Knee Joint
AnatomicalSite,laryngeal cartilages,MeSH,D007817,Laryngeal Cartilages
AnatomicalSite,laryngeal muscles,MeSH,D007821,Laryngeal Muscles
AnatomicalSite,"lateral ligament, ankle",MeSH,D017844,"Lateral Ligament, Ankle"
AnatomicalSite,leg bones,MeSH,D007867,Leg Bones
AnatomicalSite,ligaments,MeSH,D008022,Ligaments
AnatomicalSite,"ligaments, articular",MeSH,D008023,"Ligaments, Articular"
AnatomicalSite,ligamentum flavum,MeSH,D017843,Ligamentum Flavum
AnatomicalSite,longitudinal ligaments,MeSH,D017846,Longitudinal Ligaments
AnatomicalSite,lumbar vertebrae,MeSH,D008159,Lumbar Vertebrae
AnatomicalSite,lunate bone,MeSH,D012667,Lunate Bone
AnatomicalSite,mandible,MeSH,D008334,Mandible
AnatomicalSite,mandibular canal,MeSH,D000088263,Mandibular Canal
AnatomicalSite,mandibular condyle,MeSH,D008335,Mandibular Condyle
AnatomicalSite,manubrium,MeSH,D008371,Manubrium
AnatomicalSite,masseter muscle,MeSH,D008406,Masseter Muscle
AnatomicalSite,masticatory muscles,MeSH,D008410,Masticatory Muscles
AnatomicalSite,mastoid,MeSH,D008416,Mastoid
AnatomicalSite,maxilla,MeSH,D008437,Maxilla
AnatomicalSite,"medial collateral ligament, knee",MeSH,D017888,"Medial Collateral Ligament, Knee"
AnatomicalSite,"menisci, tibial",MeSH,D008592,"Menisci, Tibial"
AnatomicalSite,meniscus,MeSH,D000072600,Meniscus
AnatomicalSite,mental foramen,MeSH,D000080383,Mental Foramen
AnatomicalSite,metacarpal bones,MeSH,D050279,Metacarpal Bones
AnatomicalSite,metacarpophalangeal joint,MeSH,D008662,Metacarpophalangeal Joint
AnatomicalSite,metatarsal bones,MeSH,D008682,Metatarsal Bones
AnatomicalSite,metatarsophalangeal joint,MeSH,D008683,Metatarsophalangeal Joint
AnatomicalSite,"muscle, skeletal",MeSH,D018482,"Muscle, Skeletal"
AnatomicalSite,"muscle, smooth",MeSH,D009130,"Muscle, Smooth"
AnatomicalSite,"muscle, smooth, vascular",MeSH,D009131,"Muscle, Smooth, Vascular"
AnatomicalSite,muscles,MeSH,D009132,Muscles
AnatomicalSite,musculoskeletal system,MeSH,D009141,Musculoskeletal System
AnatomicalSite,myocardium,MeSH,D009206,Myocardium
AnatomicalSite,myometrium,MeSH,D009215,Myometrium
AnatomicalSite,myotendinous junction,MeSH,D000094364,Myotendinous Junction
AnatomicalSite,nasal bone,MeSH,D009295,Nasal Bone
AnatomicalSite,nasal cartilages,MeSH,D055171,Nasal Cartilages
AnatomicalSite,neck muscles,MeSH,D009334,Neck Muscles
AnatomicalSite,nucleus pulposus,MeSH,D000070614,Nucleus Pulposus
AnatomicalSite,occipital bone,MeSH,D009777,Occipital Bone
AnatomicalSite,oculomotor muscles,MeSH,D009801,Oculomotor Muscles
AnatomicalSite,odontoid process,MeSH,D009809,Odontoid Process
AnatomicalSite,olecranon process,MeSH,D056740,Olecranon Process
AnatomicalSite,orbit,MeSH,D009915,Orbit
AnatomicalSite,palatal muscles,MeSH,D010156,Palatal Muscles
AnatomicalSite,"palate, hard",MeSH,D021362,"Palate, Hard"
AnatomicalSite,palmar plate,MeSH,D053401,Palmar Plate
AnatomicalSite,papillary muscles,MeSH,D010210,Papillary Muscles
AnatomicalSite,paraspinal muscles,MeSH,D064170,Paraspinal Muscles
AnatomicalSite,parietal bone,MeSH,D010294,Parietal Bone
AnatomicalSite,patella,MeSH,D010329,Patella
AnatomicalSite,patellar ligament,MeSH,D017847,Patellar Ligament
AnatomicalSite,patellofemoral joint,MeSH,D057071,Patellofemoral Joint
AnatomicalSite,pectoralis muscles,MeSH,D010369,Pectoralis Muscles
AnatomicalSite,pelvic bones,MeSH,D010384,Pelvic Bones
AnatomicalSite,petrous bone,MeSH,D010579,Petrous Bone
AnatomicalSite,pharyngeal muscles,MeSH,D010609,Pharyngeal Muscles
AnatomicalSite,pisiform bone,MeSH,D051220,Pisiform Bone
AnatomicalSite,plantar plate,MeSH,D000069262,Plantar Plate
AnatomicalSite,posterior cruciate ligament,MeSH,D016119,Posterior Cruciate Ligament
AnatomicalSite,psoas muscles,MeSH,D016658,Psoas Muscles
AnatomicalSite,pterygoid muscles,MeSH,D011626,Pterygoid Muscles
AnatomicalSite,pterygopalatine fossa,MeSH,D056739,Pterygopalatine Fossa
AnatomicalSite,pubic bone,MeSH,D011630,Pubic Bone
AnatomicalSite,pubic symphysis,MeSH,D011631,Pubic Symphysis
AnatomicalSite,quadriceps muscle,MeSH,D052097,Quadriceps Muscle
AnatomicalSite,radius,MeSH,D011884,Radius
AnatomicalSite,rectus abdominis,MeSH,D017568,Rectus Abdominis
AnatomicalSite,respiratory muscles,MeSH,D012132,Respiratory Muscles
AnatomicalSite,rib cage,MeSH,D000070602,Rib Cage
AnatomicalSite,ribs,MeSH,D012272,Ribs
AnatomicalSite,rotator cuff,MeSH,D017006,Rotator Cuff
AnatomicalSite,round ligament of femur,MeSH,D000069593,Round Ligament of Femur
AnatomicalSite,round ligament of liver,MeSH,D000069592,Round Ligament of Liver
AnatomicalSite,round ligament of uterus,MeSH,D012404,Round Ligament of Uterus
AnatomicalSite,round ligaments,MeSH,D000069590,Round Ligaments
AnatomicalSite,sacroiliac joint,MeSH,D012446,Sacroiliac Joint
AnatomicalSite,sacrum,MeSH,D012447,Sacrum
AnatomicalSite,scaphoid bone,MeSH,D021361,Scaphoid Bone
AnatomicalSite,scapula,MeSH,D012540,Scapula
AnatomicalSite,sella turcica,MeSH,D012658,Sella Turcica
AnatomicalSite,sesamoid bones,MeSH,D012716,Sesamoid Bones
AnatomicalSite,shoulder joint,MeSH,D012785,Shoulder Joint
AnatomicalSite,skeleton,MeSH,D012863,Skeleton
AnatomicalSite,skull,MeSH,D012886,Skull
AnatomicalSite,sphenoid bone,MeSH,D013100,Sphenoid Bone
AnatomicalSite,spinal canal,MeSH,D013115,Spinal Canal
AnatomicalSite,spine,MeSH,D013131,Spine
AnatomicalSite,stapedius,MeSH,D013198,Stapedius
AnatomicalSite,sternoclavicular joint,MeSH,D013247,Sternoclavicular Joint
AnatomicalSite,sternocostal joints,MeSH,D013248,Sternocostal Joints
AnatomicalSite,sternum,MeSH,D013249,Sternum
AnatomicalSite,subtalar joint,MeSH,D013380,Subtalar Joint
AnatomicalSite,superficial back muscles,MeSH,D064171,Superficial Back Muscles
AnatomicalSite,synovial fluid,MeSH,D013582,Synovial Fluid
AnatomicalSite,synovial membrane,MeSH,D013583,Synovial Membrane
AnatomicalSite,talus,MeSH,D013628,Talus
AnatomicalSite,tarsal bones,MeSH,D013639,Tarsal Bones
AnatomicalSite,tarsal joints,MeSH,D013640,Tarsal Joints
AnatomicalSite,temporal bone,MeSH,D013701,Temporal Bone
AnatomicalSite,temporal muscle,MeSH,D013703,Temporal Muscle
AnatomicalSite,temporomandibular joint,MeSH,D013704,Temporomandibular Joint
AnatomicalSite,temporomandibular joint disc,MeSH,D019224,Temporomandibular Joint Disc
AnatomicalSite,tendons,MeSH,D013710,Tendons
AnatomicalSite,tenon capsule,MeSH,D058475,Tenon Capsule
AnatomicalSite,tensor tympani,MeSH,D013719,Tensor Tympani
AnatomicalSite,thoracic vertebrae,MeSH,D013904,Thoracic Vertebrae
AnatomicalSite,thyroid cartilage,MeSH,D013957,Thyroid Cartilage
AnatomicalSite,tibia,MeSH,D013977,Tibia
AnatomicalSite,tibiofemoral joint,MeSH,D000097547,Tibiofemoral Joint
AnatomicalSite,toe joint,MeSH,D014033,Toe Joint
AnatomicalSite,toe phalanges,MeSH,D050277,Toe Phalanges
AnatomicalSite,tooth socket,MeSH,D020390,Tooth Socket
AnatomicalSite,trapezium bone,MeSH,D051222,Trapezium Bone
AnatomicalSite,trapezoid bone,MeSH,D051223,Trapezoid Bone
AnatomicalSite,triangular fibrocartilage,MeSH,D051478,Triangular Fibrocartilage
AnatomicalSite,triquetrum bone,MeSH,D051221,Triquetrum Bone
AnatomicalSite,turbinates,MeSH,D014420,Turbinates
AnatomicalSite,ulna,MeSH,D014457,Ulna
AnatomicalSite,velopharyngeal sphincter,MeSH,D055158,Velopharyngeal Sphincter
AnatomicalSite,vertebral body,MeSH,D000083442,Vertebral Body
AnatomicalSite,vomer,MeSH,D055172,Vomer
AnatomicalSite,wrist joint,MeSH,D014955,Wrist Joint
AnatomicalSite,xiphoid bone,MeSH,D014989,Xiphoid Bone
AnatomicalSite,zygapophyseal joint,MeSH,D021801,Zygapophyseal Joint
AnatomicalSite,zygoma,MeSH,D015050,Zygoma
AnatomicalSite,ampulla of vater,MeSH,D014670,Ampulla of Vater
AnatomicalSite,anal canal,MeSH,D001003,Anal Canal
AnatomicalSite,appendix,MeSH,D001065,Appendix
AnatomicalSite,bile canaliculi,MeSH,D001648,Bile Canaliculi
AnatomicalSite,bile ducts,MeSH,D001652,Bile Ducts
AnatomicalSite,"bile ducts, extrahepatic",MeSH,D017734,"Bile Ducts, Extrahepatic"
AnatomicalSite,"bile ducts, intrahepatic",MeSH,D001653,"Bile Ducts, Intrahepatic"
AnatomicalSite,biliary tract,MeSH,D001659,Biliary Tract
AnatomicalSite,brunner glands,MeSH,D002011,Brunner Glands
AnatomicalSite,cardia,MeSH,D002299,Cardia
AnatomicalSite,cecum,MeSH,D002432,Cecum
AnatomicalSite,"chief cells, gastric",MeSH,D019872,"Chief Cells, Gastric"
AnatomicalSite,colon,MeSH,D003106,Colon
AnatomicalSite,"colon, ascending",MeSH,D044682,"Colon, Ascending"
AnatomicalSite,"colon, descending",MeSH,D044683,"Colon, Descending"
AnatomicalSite,"colon, sigmoid",MeSH,D012809,"Colon, Sigmoid"
AnatomicalSite,"colon, transverse",MeSH,D044684,"Colon, Transverse"
AnatomicalSite,common bile duct,MeSH,D003135,Common Bile Duct
AnatomicalSite,cystic duct,MeSH,D003549,Cystic Duct
AnatomicalSite,dentition,MeSH,D003817,Dentition
AnatomicalSite,digestive system,MeSH,D004064,Digestive System
AnatomicalSite,duodenum,MeSH,D004386,Duodenum
AnatomicalSite,enterochromaffin cells,MeSH,D004759,Enterochromaffin Cells
AnatomicalSite,enterocytes,MeSH,D020895,Enterocytes
AnatomicalSite,esophageal mucosa,MeSH,D000071041,Esophageal Mucosa
AnatomicalSite,esophagogastric junction,MeSH,D004943,Esophagogastric Junction
AnatomicalSite,esophagus,MeSH,D004947,Esophagus
AnatomicalSite,gallbladder,MeSH,D005704,Gallbladder
AnatomicalSite,gastric fundus,MeSH,D005748,Gastric Fundus
AnatomicalSite,gastric mucosa,MeSH,D005753,Gastric Mucosa
AnatomicalSite,gastric stump,MeSH,D018530,Gastric Stump
AnatomicalSite,gastrin-secreting cells,MeSH,D019863,Gastrin-Secreting Cells
AnatomicalSite,gastrointestinal tract,MeSH,D041981,Gastrointestinal Tract
AnatomicalSite,glucagon-secreting cells,MeSH,D050416,Glucagon-Secreting Cells
AnatomicalSite,goblet cells,MeSH,D020397,Goblet Cells
AnatomicalSite,"hepatic duct, common",MeSH,D006500,"Hepatic Duct, Common"
AnatomicalSite,ileocecal valve,MeSH,D007080,Ileocecal Valve
AnatomicalSite,ileum,MeSH,D007082,Ileum
AnatomicalSite,insulin-secreting cells,MeSH,D050417,Insulin-Secreting Cells
AnatomicalSite,intestinal mucosa,MeSH,D007413,Intestinal Mucosa
AnatomicalSite,"intestine, large",MeSH,D007420,"Intestine, Large"
AnatomicalSite,"intestine, small",MeSH,D007421,"Intestine, Small"
AnatomicalSite,intestines,MeSH,D007422,Intestines
AnatomicalSite,islets of langerhans,MeSH,D007515,Islets of Langerhans
AnatomicalSite,jejunum,MeSH,D007583,Jejunum
AnatomicalSite,lingual frenum,MeSH,D008035,Lingual Frenum
AnatomicalSite,liver,MeSH,D008099,Liver
AnatomicalSite,lower gastrointestinal tract,MeSH,D041741,Lower Gastrointestinal Tract
AnatomicalSite,meckel diverticulum,MeSH,D008467,Meckel Diverticulum
AnatomicalSite,pancreas,MeSH,D010179,Pancreas
AnatomicalSite,"pancreas, exocrine",MeSH,D046790,"Pancreas, Exocrine"
AnatomicalSite,pancreatic ducts,MeSH,D010183,Pancreatic Ducts
AnatomicalSite,pancreatic polypeptide-secreting cells,MeSH,D050418,Pancreatic Polypeptide-Secreting Cells
AnatomicalSite,paneth cells,MeSH,D019879,Paneth Cells
AnatomicalSite,"parietal cells, gastric",MeSH,D010295,"Parietal Cells, Gastric"
AnatomicalSite,parotid gland,MeSH,D010306,Parotid Gland
AnatomicalSite,pharynx,MeSH,D010614,Pharynx
AnatomicalSite,pyloric antrum,MeSH,D011706,Pyloric Antrum
AnatomicalSite,pylorus,MeSH,D011708,Pylorus
AnatomicalSite,rectum,MeSH,D012007,Rectum
AnatomicalSite,salivary ducts,MeSH,D018987,Salivary Ducts
AnatomicalSite,salivary glands,MeSH,D012469,Salivary Glands
AnatomicalSite,"salivary glands, minor",MeSH,D012470,"Salivary Glands, Minor"
AnatomicalSite,somatostatin-secreting cells,MeSH,D019864,Somatostatin-Secreting Cells
AnatomicalSite,sphincter of oddi,MeSH,D009803,Sphincter of Oddi
AnatomicalSite,stomach,MeSH,D013270,Stomach
AnatomicalSite,sublingual gland,MeSH,D013361,Sublingual Gland
AnatomicalSite,submandibular gland,MeSH,D013363,Submandibular Gland
AnatomicalSite,taste buds,MeSH,D013650,Taste Buds
AnatomicalSite,tongue,MeSH,D014059,Tongue
AnatomicalSite,upper gastrointestinal tract,MeSH,D041742,Upper Gastrointestinal Tract
AnatomicalSite,von ebner glands,MeSH,D054838,von Ebner Glands
AnatomicalSite,adenoids,MeSH,D000234,Adenoids
AnatomicalSite,alveolar epithelial cells,MeSH,D056809,Alveolar Epithelial Cells
AnatomicalSite,blood-air barrier,MeSH,D015824,Blood-Air Barrier
AnatomicalSite,bronchi,MeSH,D001980,Bronchi
AnatomicalSite,bronchioles,MeSH,D055745,Bronchioles
AnatomicalSite,ethmoid sinus,MeSH,D005005,Ethmoid Sinus
AnatomicalSite,frontal sinus,MeSH,D005626,Frontal Sinus
AnatomicalSite,glottis,MeSH,D005931,Glottis
AnatomicalSite,hypopharynx,MeSH,D007013,Hypopharynx
AnatomicalSite,laryngeal mucosa,MeSH,D007820,Laryngeal Mucosa
AnatomicalSite,larynx,MeSH,D007830,Larynx
AnatomicalSite,lung,MeSH,D008168,Lung
AnatomicalSite,maxillary sinus,MeSH,D008443,Maxillary Sinus
AnatomicalSite,nasal cavity,MeSH,D009296,Nasal Cavity
AnatomicalSite,nasal mucosa,MeSH,D009297,Nasal Mucosa
AnatomicalSite,nasal septum,MeSH,D009300,Nasal Septum
AnatomicalSite,nasopharynx,MeSH,D009305,Nasopharynx
AnatomicalSite,olfactory mucosa,MeSH,D009831,Olfactory Mucosa
AnatomicalSite,olfactory receptor neurons,MeSH,D018034,Olfactory Receptor Neurons
